"","DOHREGION","EBLADDER","EBONE","EBRAIN","EBREAST","ECOLORECTA","EESOPHAGUS","EKIDNEY","ELARYNX","ELEUKEMIA","ELIVER","ELUNG","EMESOTHELI","ENASAL","ENHL","EORAL","EOTHER","EOVARY","EPANCREAS","EPROSTATE","ESTOMACH","ETESTIS","ETHYROID","ETISSUE","ETOTAL","EUTERUS","HBLADDER","HBONE","HBRAIN","HBREAST","HCOLORECTA","HESOPHAGUS","HKIDNEY","HLARYNX","HLEUKEMIA","HLIVER","HLUNG","HMESOTHELI","HNASAL","HNHL","HORAL","HOVARY","HPANCREAS","HPROSTATE","HSTOMACH","HTESTIS","HTHYROID","HUTERUS","LATITUDE","LONGITUDE","OBLADDER","OBONE","OBRAIN","OBREAST","OCOLORECTA","OESOPHAGUS","OKIDNEY","OLARYNX","OLEUKEMIA","OLIVER","OLUNG","OMESOTHELI","ONASAL","ONHL","OORAL","OOTHER","OOVARY","OPANCREAS","OPROSTATE","OSTOMACH","OTESTIS","OTHYROID","OTOTAL","OUTERUS","TISSUE","TISSUE0","YEAR","AI_TOT","A_TOT","B_TOT","F_TOT","HH_SIZE","HU_OCC","HU_VAC","H_TOT","MU_TOT","M_TOT","NH_TOT","O_TOT","PI_TOT","POP_TOT","POVOVER","POVUNDER","TOT_HSPLUS","TOT_LT_HS","W_TOT","inc_breast","log_offset","obs_inc","pred_cases_breast"
"401","360610136008",3.47644,0.129739,0.894259,10.7125,6.8509,0.753314,2.27564,0.582601,1.87938,1.12593,9.661,0.13621,0.0950638,3.08725,1.47188,10.0012,1.12434,1.92605,10.9692,1.27895,0.343859,2.27088,0.457988,74.1709,2.66635,-1,0,0,1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,0,0,40.773481,-73.947369,2,1,0,17,3,1,1,1,1,0,6,0,1,3,2,9,2,1,5,2,0,0,64,5,1,0,2009,4,146,30,1467,1.811279826,1383,133,146,67,1038,2359,37,0,2505,2184,150,1819,38,2221,1158.8275392,2.3714112839,1.5869311552,12.3065830451487
"402","360610137001",2.42744,0.0596027,0.484685,5.5282,4.41006,0.47987,1.33685,0.345376,1.17372,0.653188,6.14743,0.0975735,0.054957,1.84981,0.828936,6.08156,0.586275,1.26491,6.74174,0.830647,0.162196,1.01701,0.25609,44.1872,1.36905,-1,0,0,0,-1,0,0,-1,0,1,0,-1,0,0,0,0,0,0,-1,0,0,0,40.765936,-73.977889,4,0,0,3,1,0,2,0,0,0,4,0,0,0,0,10,1,2,6,1,0,0,35,0,1,0,2009,0,129,8,582,1.533333333,705,467,67,18,499,1014,8,0,1081,844,28,843,11,918,515.46391753,1.7098622653,0.5426721175,6.90329746359751
"403","360610137002",1.19535,0.0357381,0.271425,3.03347,2.29444,0.251625,0.719851,0.187355,0.61548,0.366385,3.15367,0.0468334,0.0300116,0.988376,0.464891,3.22429,0.323093,0.652962,3.6755,0.430107,0.111018,0.61475,0.14154,23.5678,0.739609,-1,0,0,0,-1,0,0,-1,0,1,0,-1,0,0,0,0,0,0,-1,0,0,0,40.76526,-73.978369,2,0,0,6,2,0,0,0,1,0,3,0,0,0,0,5,0,0,5,0,0,0,25,1,0,0,2009,1,77,16,363,1.580046404,431,69,52,16,318,629,15,0,681,681,130,655,18,556,1652.892562,1.1097071788,1.9779328624,3.73528885095999
"404","360610137003",1.24704,0.0609962,0.395571,3.52132,2.46217,0.278332,0.881622,0.218835,0.73501,0.447764,3.20446,0.0486123,0.0382495,1.2242,0.602541,3.99779,0.366151,0.659936,4.13533,0.479333,0.306937,1.12179,0.208272,27.4153,0.772993,-1,0,0,0,-1,0,0,-1,0,1,-1,-1,0,0,0,0,0,0,-1,0,0,0,40.765154,-73.982405,3,0,2,5,1,0,3,0,0,0,0,0,1,1,1,2,0,2,6,1,1,1,31,1,0,0,2009,0,344,38,648,1.607317073,820,224,70,18,670,1248,13,2,1318,821,148,851,0,903,771.60493827,1.2588359193,1.4199220747,4.30066539860863
"405","360610137004",3.24622,0.0697382,0.610163,7.27107,5.88577,0.639125,1.75086,0.455791,1.5342,0.863946,8.1593,0.130244,0.0713939,2.4119,1.08421,7.89014,0.770715,1.69466,8.76673,1.1,0.135335,1.17885,0.318533,57.8784,1.8395,-1,0,0,0,-1,0,0,-1,0,1,-1,-1,0,0,0,0,0,0,-1,0,0,0,40.766679,-73.980976,3,0,1,11,5,0,4,1,2,0,7,2,0,6,2,13,1,4,12,0,0,3,79,1,1,0,2009,0,77,18,637,1.615062762,717,312,47,25,562,1152,3,0,1199,1153,68,1038,44,1076,1726.844584,1.9839034609,1.5128447395,8.85969868220466
"406","360610137005",1.72764,0.0496497,0.379854,4.16048,3.26918,0.350267,0.990919,0.253122,0.875441,0.489672,4.43985,0.068403,0.0419178,1.39961,0.628085,4.65269,0.448204,0.933669,4.8963,0.61443,0.1712,0.888018,0.201988,32.9446,1.01397,-1,0,0,0,-1,0,0,-1,0,1,0,-1,0,0,0,0,0,0,-1,0,0,0,40.764966,-73.979592,2,0,0,7,1,1,1,0,1,0,5,0,0,2,1,2,0,0,8,0,0,1,32,0,0,0,2009,0,238,10,521,1.519047619,630,324,52,12,436,905,8,0,957,991,23,968,0,689,1343.5700576,1.4256304522,1.6824981733,5.2176892448899
"407","360610137006",2.12649,0.0630775,0.489047,4.90006,3.76182,0.466653,1.33455,0.363397,1.05102,0.678859,5.34455,0.0845408,0.0538042,1.70701,0.8753,5.43074,0.503173,1.0451,7.65981,0.741476,0.200663,1.15757,0.25355,41.4966,1.20438,-1,0,0,0,-1,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,0,0,40.76362,-73.97956,1,0,0,8,0,0,0,0,0,0,8,0,0,1,2,6,1,2,10,0,2,2,46,2,1,0,2009,3,179,22,624,1.701101928,726,236,64,30,611,1171,7,0,1235,1389,15,1265,0,994,1282.0512821,1.5892474499,1.6326330698,5.81846061671089
"408","360610138001",0.901371,0.0409628,0.278551,3.47242,1.98613,0.202752,0.657743,0.157965,0.54582,0.319082,2.74712,0.0343237,0.0278654,0.926133,0.425753,3.01206,0.359438,0.553605,2.78298,0.362129,0.146878,0.784373,0.142965,21.6868,0.818392,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,1,0,40.776713,-73.954056,0,0,0,6,0,1,1,0,0,0,3,0,0,1,0,3,0,0,1,0,1,0,17,0,0,0,2009,0,62,16,475,1.501785714,560,75,67,27,368,776,19,0,843,881,0,773,20,719,1263.1578947,1.2448517572,1.7279015787,4.37740623909699
"409","360610138002",1.36033,0.0671257,0.430954,4.51041,2.70443,0.298172,0.952106,0.233849,0.806891,0.463594,3.75175,0.0544406,0.0413742,1.32759,0.627163,4.35738,0.471491,0.740009,4.22675,0.514151,0.26698,1.23961,0.221103,30.7462,1.07857,-1,0,0,0,-1,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,1,0,40.775446,-73.954981,3,0,0,2,0,1,0,0,1,1,6,0,0,0,1,6,0,0,1,0,1,1,27,1,2,0,2009,0,110,47,828,1.577173913,920,151,87,26,623,1364,30,0,1451,1128,194,1018,41,1238,241.54589372,1.5063880585,0.4434186693,5.55872123566005
"410","360610138003",1.14276,0.0515238,0.348929,4.04883,2.4416,0.25205,0.809512,0.194023,0.689867,0.392019,3.32533,0.0440062,0.0345148,1.13621,0.524812,3.70301,0.422158,0.679662,3.38892,0.448247,0.189418,0.928658,0.177357,26.3333,0.959871,-1,0,0,0,-1,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,1,0,40.77481,-73.955445,0,0,0,4,2,1,1,0,0,0,3,0,0,2,0,6,0,2,3,0,1,1,27,1,0,0,2009,2,102,15,589,1.651234568,648,66,79,30,481,991,12,0,1070,1086,78,865,120,909,679.11714771,1.3984279505,0.9879397258,4.88017854981226
"411","360610138004",1.40717,0.075035,0.433261,4.14736,2.8099,0.295964,0.922001,0.227269,0.832018,0.461262,3.7375,0.0561542,0.0421698,1.35285,0.618627,4.55429,0.464455,0.775883,4.15167,0.529664,0.300573,1.27098,0.228813,30.6694,0.974572,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,0,0,40.77558,-73.953333,2,0,0,8,2,0,1,0,0,0,4,0,0,0,1,10,2,1,2,0,1,2,38,2,0,0,2009,4,134,24,931,1.527430221,1039,75,123,39,656,1464,27,0,1587,1532,102,1214,23,1359,859.29108485,1.4224719872,1.9289379268,5.18816713734487
"412","360610138005",1.23291,0.0573058,0.369633,3.69536,2.38487,0.263937,0.818761,0.203077,0.7124,0.396209,3.28143,0.0495781,0.0357152,1.14826,0.533614,3.7931,0.392151,0.656976,3.82562,0.458819,0.227165,1.01348,0.190878,26.6254,0.88418,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,0,0,40.774474,-73.952676,1,0,1,3,1,0,0,0,0,1,3,0,0,0,1,2,0,0,2,0,0,0,16,1,0,0,2009,0,149,39,668,1.657967033,728,100,76,25,558,1150,6,0,1226,1360,132,931,138,1007,449.10179641,1.3070779786,0.8118288881,4.44514002782327
"413","360610138006",1.50736,0.0707679,0.455338,4.74881,2.88651,0.328766,1.03798,0.260805,0.855961,0.498193,4.11738,0.0598456,0.043692,1.41732,0.66893,4.64929,0.492122,0.787312,5.04083,0.560005,0.276234,1.31909,0.234039,33.4509,1.13436,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,0,0,40.775744,-73.951752,2,0,0,6,2,0,3,0,0,1,3,0,0,5,1,8,1,2,3,1,0,2,41,1,0,0,2009,2,126,27,841,1.640043764,914,57,100,33,658,1399,12,0,1499,1667,101,1387,30,1299,713.43638526,1.5578940603,1.2634744283,5.74314151909029
"414","360610138007",1.22939,0.0547459,0.361688,4.174,2.42936,0.272336,0.857334,0.216609,0.695401,0.414,3.41941,0.0488993,0.0362958,1.16856,0.559507,3.80983,0.430834,0.664869,4.0916,0.462977,0.185911,1.06824,0.186777,27.8381,0.999497,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,0,0,40.773838,-73.953139,0,0,0,7,4,0,0,0,1,1,5,0,0,2,0,4,1,0,1,0,1,2,31,2,0,0,2009,0,82,22,662,1.546070461,738,80,90,29,479,1051,13,0,1141,1206,46,997,0,995,1057.4018127,1.4288748087,1.6770483948,5.19236472227086
"415","360610138008",2.60009,0.0911972,0.680636,8.86217,5.29817,0.554085,1.71419,0.423165,1.44326,0.840084,7.3742,0.101998,0.07198,2.36522,1.10345,7.71058,0.90997,1.47877,7.43996,0.969064,0.253823,1.77473,0.347716,56.5846,2.17612,-1,0,0,0,-1,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,0,0,40.77318,-73.95362,2,0,0,17,5,2,0,1,2,1,6,0,0,1,0,11,0,1,12,1,0,2,67,3,0,0,2009,3,141,17,1063,1.704014939,1071,136,65,30,762,1760,7,0,1825,1971,134,1624,46,1627,1599.247413,2.1817916556,1.918266068,10.5139791208867
"416","360610138009",5.73612,0.108635,1.00625,12.509,11.3718,1.07779,2.81248,0.691486,2.86171,1.37228,14.1541,0.224505,0.123584,4.24037,1.71579,14.6493,1.41755,3.36112,12.8787,2.04405,0.167993,1.62276,0.544753,99.6291,2.93701,-1,0,0,0,-1,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,1,0,40.774152,-73.955925,3,1,1,17,5,0,1,1,1,1,9,0,0,3,2,10,1,3,10,1,1,3,79,5,0,0,2009,0,119,97,1042,1.857541899,716,76,137,26,760,1665,35,1,1802,1502,155,1576,124,1524,1631.4779271,2.5264483852,1.3590215045,14.1722782844431
"417","360610139001",1.70362,0.0690664,0.485466,5.06022,3.51819,0.39009,1.21644,0.307152,0.968445,0.626504,4.58959,0.0652718,0.0517354,1.65383,0.836903,5.28594,0.527708,0.965243,5.58709,0.66492,0.305925,1.27868,0.256077,37.595,1.18091,-1,0,0,0,-1,0,0,-1,0,1,-1,-1,0,0,0,0,0,0,-1,0,0,0,40.768854,-73.986888,2,0,0,2,3,0,0,1,2,1,6,0,0,5,1,7,1,2,2,0,1,1,39,2,0,0,2009,2,160,73,673,1.365191147,994,160,125,50,726,1274,27,0,1399,1394,15,1335,0,1087,297.17682021,1.6214099606,0.3952397327,6.64595003006694
"418","360610139002",0.980684,0.0474082,0.308789,3.36259,2.10743,0.226821,0.724944,0.179253,0.594611,0.366489,2.81542,0.037587,0.031592,1.00645,0.493394,3.25016,0.353898,0.583815,3.18196,0.392017,0.223177,0.827122,0.160221,23.0733,0.817431,-1,0,0,0,0,0,0,-1,0,1,-1,-1,0,0,0,0,0,0,-1,0,0,0,40.768179,-73.987383,0,0,0,2,6,0,0,0,1,0,4,0,0,1,1,2,1,1,2,0,0,1,23,1,0,0,2009,1,117,53,480,1.520634921,630,57,93,30,489,876,29,0,969,740,43,654,11,739,416.66666667,1.2127115104,0.5947796193,4.21504103584038
"419","360610139003",1.11264,0.0639878,0.386063,3.09663,2.22874,0.260777,0.855081,0.21685,0.688514,0.442355,2.8621,0.0429993,0.0371526,1.16219,0.609091,3.67503,0.324053,0.586712,3.97211,0.437015,0.337251,1.04178,0.203153,25.3398,0.697515,-1,0,0,0,0,0,0,-1,0,1,-1,-1,0,0,0,0,0,0,-1,0,0,0,40.767214,-73.988084,2,0,0,7,0,0,0,0,3,2,0,0,0,3,0,7,0,0,3,0,0,1,28,0,0,0,2009,0,169,71,606,1.572093023,860,47,270,51,746,1082,94,0,1352,1142,68,993,15,967,1155.1155116,1.1303144234,2.2605219222,3.82217360511435
"420","360610139004",1.99507,0.075424,0.51601,5.23201,3.75711,0.445939,1.31729,0.347813,1.05192,0.674925,5.21518,0.0790156,0.0550468,1.75843,0.881339,5.61804,0.54841,1.04557,6.87839,0.726808,0.30742,1.31448,0.272042,41.389,1.27533,-1,0,0,0,-1,0,0,-1,0,1,-1,-1,0,0,0,0,0,0,-1,0,0,0,40.765704,-73.985472,3,0,1,7,4,0,3,0,0,0,4,1,1,0,0,7,0,4,5,1,0,1,44,2,0,0,2009,6,188,66,738,1.504040404,990,52,135,55,751,1354,20,0,1489,1331,164,1271,13,1154,948.50948509,1.6547955255,1.3379179321,6.59112129175213
"421","360610139005",1.83212,0.0673813,0.488697,5.19641,3.50609,0.419918,1.26208,0.333074,0.975624,0.669609,4.85529,0.0717708,0.0527645,1.66046,0.862966,5.26149,0.535489,0.967218,6.48675,0.676379,0.269279,1.29468,0.256791,39.2961,1.29381,-1,0,0,0,-1,0,0,-1,0,1,-1,-1,0,0,0,0,0,0,-1,0,0,0,40.76633,-73.985013,0,0,0,6,3,0,1,0,1,0,3,1,0,3,0,8,0,2,5,1,1,0,35,0,0,0,2009,0,184,53,689,1.438818565,948,203,129,41,675,1235,48,2,1364,1489,140,1327,68,1036,870.82728592,1.6479680025,1.1546433018,6.67566975998225
"422","360610139006",2.49419,0.0633176,0.518157,5.78636,4.62717,0.538575,1.48216,0.399841,1.21618,0.760269,6.45617,0.0982915,0.0605066,1.96639,0.957056,6.34102,0.614766,1.32696,8.30356,0.87991,0.160234,1.12969,0.271172,47.8895,1.4375,-1,0,0,0,-1,0,0,-1,0,1,-1,-1,0,0,0,0,0,0,-1,0,0,0,40.766981,-73.98454,1,0,0,5,3,0,0,0,1,1,4,0,0,1,0,6,0,0,4,0,0,2,29,1,0,0,2009,1,184,16,605,1.488311688,770,365,64,19,541,1082,11,0,1146,853,65,748,18,915,826.44628099,1.7555034238,0.8641010929,7.32396385493252
"423","360610139007",2.44788,0.0797108,0.599144,7.06603,4.97924,0.525476,1.55232,0.387235,1.32313,0.768305,6.70447,0.0949952,0.0656181,2.16565,1.00104,7.08605,0.749418,1.4167,7.17931,0.919349,0.274285,1.44072,0.312201,50.8312,1.69288,-1,0,0,0,-1,0,0,-1,0,1,-1,-1,0,0,0,0,0,0,-1,0,0,0,40.767655,-73.984048,1,0,0,9,3,0,2,0,0,0,6,0,0,3,2,8,0,0,6,0,0,3,45,2,0,0,2009,1,345,34,818,1.509322866,1019,234,109,50,720,1429,22,3,1538,1370,143,1371,14,1083,1100.2444988,1.9552987946,1.2736996588,8.88746134849756
"424","360610140001",2.24297,0.0759042,0.558578,6.66808,4.4433,0.465806,1.39538,0.342313,1.21682,0.667245,6.10906,0.0880107,0.0582797,1.94113,0.87271,6.39303,0.693505,1.25175,6.30016,0.823354,0.202352,1.3477,0.283712,46.0158,1.57463,-1,0,0,1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,1,0,40.777208,-73.956208,1,0,0,11,3,0,1,0,0,0,9,0,0,5,1,5,1,1,7,0,0,1,49,2,1,0,2009,2,81,18,859,1.831488315,813,89,74,32,630,1415,12,0,1489,1478,14,1268,0,1344,1280.5587893,1.8973319624,1.6496502741,7.61401236110789
"425","360610140002",2.54465,0.098445,0.699983,7.51019,5.09154,0.552978,1.68793,0.424126,1.44707,0.846207,6.91696,0.0991594,0.0704902,2.30838,1.10214,7.49002,0.78402,1.42201,7.8765,0.9541,0.309371,1.68301,0.353391,54.0337,1.76106,-1,0,0,0,-1,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,1,0,40.775597,-73.957382,1,0,0,10,1,1,1,1,1,1,4,0,0,1,0,12,1,3,4,0,0,0,44,2,0,0,2009,1,111,83,1077,1.952780693,953,128,127,42,941,1891,21,1,2018,1999,57,1362,96,1759,928.50510678,2.0162607651,1.3315242357,8.26903906709222
"426","360610140003",1.74656,0.0531292,0.405837,4.86943,3.36622,0.370578,1.0724,0.276668,0.912027,0.538276,4.6966,0.0690762,0.044713,1.45711,0.690227,4.72587,0.507178,0.958376,5.24685,0.627779,0.114744,0.921679,0.207597,35.0769,1.19797,-1,0,0,0,-1,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,1,0,40.773962,-73.958575,1,0,1,10,2,0,1,0,0,0,0,0,0,1,2,7,0,1,4,0,0,2,38,4,2,0,2009,0,47,17,575,1.813528336,547,84,61,16,436,950,12,0,1011,915,56,821,37,919,1739.1304348,1.5829768871,2.0536284534,5.59025629056317
"427","360610140004",1.59773,0.0423511,0.339205,4.08877,2.96972,0.33744,0.953124,0.251893,0.785501,0.473267,4.34478,0.0628938,0.0374796,1.25951,0.592094,4.01112,0.424806,0.852087,5.03582,0.557392,0.0643516,0.676501,0.169748,30.968,1.04042,-1,0,0,0,-1,0,0,-1,0,1,0,-1,0,0,0,0,0,0,-1,0,1,0,40.774642,-73.960185,1,0,1,6,0,1,2,0,4,0,4,0,0,1,0,11,2,0,5,1,0,3,43,1,0,0,2009,0,32,3,407,2.224242424,330,82,28,9,330,709,2,0,737,695,0,546,0,691,1474.2014742,1.4082441913,1.4674339716,4.14969143011522
"428","360610140005",2.79042,0.0761373,0.588317,6.57248,5.04576,0.582317,1.64047,0.440165,1.36512,0.817252,7.18045,0.110803,0.0648659,2.15375,1.03559,6.90527,0.684512,1.4355,8.83185,0.960919,0.134343,1.18022,0.297752,52.5396,1.64531,-1,0,0,0,-1,0,0,-1,0,1,0,-1,0,0,0,0,0,0,-1,0,1,0,40.776276,-73.958993,5,0,1,9,7,0,1,0,0,2,9,0,0,0,2,9,0,1,11,2,1,3,64,1,0,0,2009,1,56,7,718,2.278911565,588,85,40,22,622,1300,6,0,1340,1512,0,1099,39,1248,1253.4818942,1.8828912346,1.369346122,6.56186190933065
"429","360610140006",1.96537,0.0643122,0.469343,5.08964,3.7156,0.424596,1.23195,0.321733,1.02283,0.619329,5.21806,0.0764934,0.049903,1.63189,0.789207,5.26247,0.531015,1.04806,6.45773,0.704278,0.160695,1.04974,0.235999,39.3699,1.22966,-1,0,0,1,-1,0,0,-1,0,1,0,-1,0,0,0,0,0,0,-1,0,1,0,40.777886,-73.957818,0,0,0,5,2,0,1,0,0,0,1,0,0,1,1,8,0,0,6,1,0,2,28,0,0,0,2009,0,67,11,651,1.92721519,632,68,49,26,567,1169,17,0,1218,1407,44,1009,0,1097,768.04915515,1.6272071011,0.9823877524,5.64707124867216
"430","360610142001",1.3078,0.03255,0.259912,2.64325,2.22665,0.279034,0.760897,0.214544,0.604768,0.389694,3.29434,0.0523833,0.0291879,0.964471,0.484407,3.0234,0.270465,0.631899,4.59263,0.43704,0.0511119,0.502637,0.131486,23.8471,0.662537,-1,0,0,1,-1,0,0,-1,0,1,0,-1,0,0,0,0,0,0,-1,0,1,0,40.778567,-73.959433,1,0,0,7,0,1,1,0,1,1,7,0,0,0,0,2,0,0,4,0,1,0,26,0,0,0,2009,0,13,3,286,2.301724138,232,38,7,9,277,556,3,0,563,1019,0,666,0,535,2447.5524476,0.9720092206,2.6482549891,2.62097437493244
"431","360610142002",2.37723,0.061004,0.497609,5.59196,4.29864,0.49895,1.40026,0.376302,1.15392,0.70788,6.1998,0.0942494,0.0554533,1.83642,0.885443,5.82988,0.581456,1.22838,7.61882,0.816885,0.0958474,0.984731,0.250732,44.8604,1.41858,-1,0,0,1,-1,0,0,-1,0,1,0,-1,0,0,0,0,0,0,-1,0,1,0,40.776957,-73.960607,1,0,1,9,3,0,1,0,1,0,6,0,0,2,2,8,1,1,4,2,0,5,48,1,0,0,2009,0,47,5,578,2.06870229,524,133,61,11,506,1023,13,0,1084,885,72,616,0,1008,1557.0934256,1.7213298518,1.6094535726,5.94647394706485
"432","360610142003",1.9767,0.0451995,0.38098,4.66754,3.66556,0.40377,1.10196,0.288902,0.94597,0.547199,5.14205,0.0774646,0.0443386,1.48375,0.680505,4.85517,0.495547,1.06077,5.78781,0.685726,0.0589845,0.714864,0.194264,36.4882,1.18315,-1,0,0,0,-1,0,0,-1,0,1,0,-1,0,0,0,0,0,0,-1,0,1,0,40.775322,-73.961801,2,0,0,5,4,0,2,0,1,1,4,0,0,3,0,12,0,1,6,0,0,1,45,1,2,0,2009,2,25,2,415,1.952755906,381,132,19,11,329,725,0,0,744,496,21,422,0,704,1204.8192771,1.5406321663,1.0712280987,5.13919857094966
"433","360610142004",1.61398,0.0351715,0.29552,3.30343,2.80482,0.319539,0.866167,0.233591,0.742705,0.431201,3.94602,0.0652507,0.0347046,1.15716,0.542306,3.74802,0.348136,0.804411,4.66977,0.533615,0.0535536,0.54802,0.153889,28.0969,0.845903,-1,0,0,0,-1,0,0,-1,0,1,0,-1,0,0,0,0,0,0,-1,0,1,0,40.77634,-73.963157,1,0,1,6,2,0,0,0,3,0,0,0,0,4,1,12,0,1,6,0,0,4,42,1,0,0,2009,0,13,5,301,1.979661017,295,113,19,9,283,565,2,0,584,327,20,327,20,555,1993.3554817,1.1949613226,1.8162939732,3.60799375943209
"434","360610142005",1.1428,0.0334258,0.252759,2.86241,2.09777,0.242139,0.690299,0.182747,0.574974,0.347464,2.97845,0.0451122,0.0276104,0.906671,0.441272,2.9003,0.291267,0.591487,3.61543,0.397204,0.0562408,0.525484,0.127597,22.0202,0.68925,-1,0,0,1,-1,0,0,-1,0,1,0,-1,0,0,0,0,0,0,-1,0,1,0,40.777975,-73.961965,0,0,0,5,0,0,1,0,0,0,3,0,0,2,2,2,0,1,4,0,0,0,20,0,0,0,2009,0,38,0,326,2.305343511,262,97,23,8,278,581,2,0,604,510,0,419,0,556,1533.7423313,1.0516639273,1.7467798114,2.83520615531271
"435","360610142006",2.74392,0.0553704,0.495669,6.31807,5.05813,0.545226,1.46903,0.385115,1.28897,0.724845,7.10412,0.110268,0.0592146,2.02673,0.897111,6.60803,0.672696,1.47074,7.46019,0.937023,0.0664139,0.890034,0.25829,49.2454,1.60013,-1,0,0,1,-1,0,0,-1,0,1,0,-1,0,0,0,0,0,0,-1,0,1,0,40.779256,-73.961038,6,0,0,10,1,0,2,0,3,1,6,0,0,7,3,11,0,1,13,0,1,3,70,2,0,0,2009,0,22,2,505,1.903017241,464,93,33,13,378,850,1,0,883,981,13,744,0,845,1980.1980198,1.8434137818,1.5827618244,7.06113440496745
"436","360610144011",1.8805,0.0587017,0.438707,5.08147,3.49397,0.412815,1.20461,0.322221,0.94838,0.61779,5.09623,0.0735539,0.0473721,1.54846,0.77713,4.88247,0.52436,0.986136,6.36335,0.663191,0.119265,0.96709,0.218323,38.0381,1.31198,-1,0,0,1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,0,0,40.77509,-73.946194,5,0,1,9,3,0,0,0,2,0,5,0,0,1,2,4,1,2,5,0,0,3,45,2,0,0,2009,1,44,15,557,2.134538153,498,65,35,16,506,1028,12,0,1063,877,13,724,0,975,1615.7989228,1.6256005898,1.7711410281,5.29790425296059
"437","360610144012",3.1314,0.0860693,0.687941,8.68658,6.02598,0.650797,1.87562,0.480824,1.59353,0.924199,8.42411,0.123809,0.0766333,2.55489,1.17881,8.3078,0.907091,1.72035,9.07104,1.11575,0.177314,1.52494,0.352468,61.8393,2.1614,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,0,0,40.776061,-73.948497,4,0,0,9,1,0,1,0,2,1,13,0,0,3,1,13,0,1,5,0,0,4,62,3,1,0,2009,6,73,49,890,1.830034924,859,81,104,27,682,1468,18,0,1572,1837,108,1303,28,1399,1011.2359551,2.161779306,1.0360809432,9.92318361606053
"438","360610144013",1.60907,0.0554413,0.416644,5.11342,3.24982,0.348287,1.06163,0.266813,0.886335,0.523505,4.52224,0.0629204,0.0440897,1.45426,0.684871,4.70247,0.528977,0.909906,4.84385,0.600323,0.16041,1.04659,0.212925,34.5588,1.25403,-1,0,0,1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,0,0,40.774434,-73.946675,0,1,2,9,2,4,1,1,0,0,10,0,0,2,0,5,0,1,6,0,0,2,46,0,0,0,2009,1,56,13,625,1.7390625,640,31,44,16,488,1069,6,0,1113,1171,0,863,0,1021,1440,1.6318684563,1.7600744707,6.00303079520722
"439","360610144014",1.34993,0.0547217,0.381644,4.57727,2.69963,0.298482,0.935326,0.236447,0.761786,0.467361,3.78164,0.052871,0.0394264,1.26294,0.619144,4.08344,0.468474,0.747156,4.22411,0.505373,0.168412,1.02579,0.194914,30.0764,1.14009,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,0,0,40.775403,-73.948981,1,0,1,4,3,1,1,0,1,0,4,0,0,0,2,3,0,1,4,0,0,1,27,0,0,0,2009,1,108,22,631,1.754716981,636,43,61,30,485,1055,15,0,1116,1083,88,1028,0,940,633.91442155,1.5211027505,0.8738833409,5.34841758240044
"440","360610144021",1.97171,0.0660666,0.490623,6.25777,3.85606,0.420987,1.28347,0.325141,1.05036,0.626422,5.50492,0.077951,0.0521619,1.72034,0.817426,5.52964,0.642777,1.08062,5.92547,0.717084,0.155311,1.20321,0.248788,41.5955,1.57116,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,0,0,40.776741,-73.948001,0,0,1,8,1,0,1,2,1,0,5,0,0,1,1,6,0,0,4,0,1,3,36,1,0,0,2009,0,111,21,713,1.820809249,692,69,52,31,550,1211,7,0,1263,1655,12,1219,56,1093,1122.0196353,1.8338238916,1.2784106798,7.16843299547751
"441","360610144023",1.724,0.0507026,0.383554,4.4879,3.25714,0.350004,1.00679,0.256195,0.872712,0.49869,4.47507,0.0684273,0.0418702,1.39933,0.636887,4.5895,0.47076,0.920571,4.84054,0.606753,0.140002,0.891462,0.198792,33.2387,1.07106,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,0,0,40.777047,-73.944765,2,0,2,6,4,1,1,0,0,1,2,0,0,3,0,5,0,0,3,0,0,2,33,1,0,0,2009,1,54,34,535,1.610084034,595,51,60,19,423,898,15,0,958,1110,0,910,0,835,1121.4953271,1.5013848863,1.3369281847,5.47662116626865
