"","DOHREGION","EBLADDER","EBONE","EBRAIN","EBREAST","ECOLORECTA","EESOPHAGUS","EKIDNEY","ELARYNX","ELEUKEMIA","ELIVER","ELUNG","EMESOTHELI","ENASAL","ENHL","EORAL","EOTHER","EOVARY","EPANCREAS","EPROSTATE","ESTOMACH","ETESTIS","ETHYROID","ETISSUE","ETOTAL","EUTERUS","HBLADDER","HBONE","HBRAIN","HBREAST","HCOLORECTA","HESOPHAGUS","HKIDNEY","HLARYNX","HLEUKEMIA","HLIVER","HLUNG","HMESOTHELI","HNASAL","HNHL","HORAL","HOVARY","HPANCREAS","HPROSTATE","HSTOMACH","HTESTIS","HTHYROID","HUTERUS","LATITUDE","LONGITUDE","OBLADDER","OBONE","OBRAIN","OBREAST","OCOLORECTA","OESOPHAGUS","OKIDNEY","OLARYNX","OLEUKEMIA","OLIVER","OLUNG","OMESOTHELI","ONASAL","ONHL","OORAL","OOTHER","OOVARY","OPANCREAS","OPROSTATE","OSTOMACH","OTESTIS","OTHYROID","OTOTAL","OUTERUS","TISSUE","TISSUE0","YEAR","AI_TOT","A_TOT","B_TOT","F_TOT","HH_SIZE","HU_OCC","HU_VAC","H_TOT","MU_TOT","M_TOT","NH_TOT","O_TOT","PI_TOT","POP_TOT","POVOVER","POVUNDER","TOT_HSPLUS","TOT_LT_HS","W_TOT","inc_breast","log_offset","obs_inc","pred_cases_breast"
"1","360610002011",1.017,0.0504409,0.308339,2.63193,1.92983,0.237047,0.724577,0.190949,0.584724,0.386098,2.6095,0.0390437,0.030331,0.942412,0.503067,2.95335,0.26827,0.520421,3.74935,0.377185,0.186228,0.717564,0.155257,21.7211,0.608157,-1,0,0,-1,0,0,0,0,-1,1,0,-1,0,0,1,0,0,-1,1,0,1,0,40.713682,-73.986111,3,0,1,5,4,1,3,0,0,2,4,0,0,0,1,6,0,1,2,4,0,4,42,1,0,0,2009,3,721,37,436,3.491039427,279,40,108,19,552,880,43,1,988,523,206,285,278,164,1146.7889908,0.9677174174,1.8997465738,1.82637232985264
"2","360610002012",3.0821,0.116039,0.780411,9.86372,6.38483,0.644762,1.93089,0.468316,1.71531,0.947923,8.86099,0.119143,0.0814488,2.72611,1.21039,8.86072,1.04689,1.82097,8.19281,1.14454,0.234096,1.67906,0.388322,64.751,2.45118,-1,0,0,-1,0,0,0,0,-1,1,0,-1,0,0,1,0,0,-1,1,0,0,0,40.711187,-73.985736,2,0,1,4,2,0,1,2,0,2,5,0,0,1,1,2,1,1,3,4,0,1,35,2,0,0,2009,13,545,396,1174,2.8125,736,5,1156,92,896,914,410,1,2070,1214,1006,718,629,613,340.71550256,2.2888633794,0.4055265154,8.39060423304088
"3","360610002021",1.22978,0.0345609,0.271932,3.42512,2.43987,0.256186,0.739635,0.184983,0.631175,0.364327,3.43698,0.0473961,0.029397,1.01038,0.453083,3.28734,0.365321,0.700788,3.50358,0.444479,0.0667714,0.557683,0.136086,24.4667,0.849848,-1,0,0,0,0,0,0,0,-1,1,0,-1,0,0,1,0,0,-1,1,0,0,0,40.713888,-73.982317,0,0,1,4,2,0,0,0,1,0,3,0,1,0,1,2,2,0,2,0,0,2,22,0,1,0,2009,1,203,91,349,2.132616487,279,11,236,21,262,375,94,0,611,320,262,177,173,201,1146.1318052,1.2311365076,1.1678422946,3.57306561481912
"4","360610002022",3.19884,0.0950028,0.743224,9.21135,6.46583,0.694798,2.04053,0.521525,1.68307,1.05062,8.86832,0.12306,0.0839119,2.76938,1.33256,8.84181,0.970938,1.84428,9.45815,1.18389,0.234473,1.5916,0.38094,65.7188,2.33069,-1,0,0,0,0,0,0,0,-1,1,0,-1,0,0,1,0,0,0,1,0,0,0,40.711348,-73.982807,3,0,1,10,7,2,1,1,1,5,13,1,1,3,1,6,1,2,10,2,0,0,75,3,1,0,2009,2,480,309,892,2.022427441,758,10,576,79,813,1129,192,0,1705,1442,285,1130,259,643,1121.0762332,2.2204364193,1.0856172005,9.93230360994612
"5","360610002023",2.97957,0.0936557,0.704315,9.17252,6.22878,0.62454,1.8353,0.450664,1.62855,0.913879,8.44729,0.114785,0.0767939,2.59048,1.15856,8.46622,0.980558,1.78668,7.97832,1.11321,0.190357,1.49449,0.357376,61.6426,2.25569,-1,0,0,0,0,0,0,0,-1,1,0,-1,0,0,1,0,0,-1,1,0,0,0,40.712357,-73.982967,3,0,0,5,3,0,0,0,1,1,5,0,0,1,0,0,0,0,3,0,0,0,22,0,0,0,2009,16,419,327,968,2.116915423,804,11,946,79,734,756,312,1,1702,1656,573,1122,540,548,516.52892562,2.2162120577,0.5451064702,9.61391476056589
"6","360610002024",2.06577,0.071187,0.505865,6.35418,4.15826,0.436837,1.28782,0.323965,1.12321,0.641996,5.69823,0.0811196,0.054266,1.78489,0.823874,5.80956,0.670832,1.18334,5.89252,0.758172,0.141981,1.14492,0.256208,42.842,1.57305,-1,0,0,0,0,0,0,0,-1,1,-1,-1,0,0,1,0,0,0,1,0,0,0,40.712491,-73.981469,1,0,2,1,5,1,2,0,1,0,2,0,1,3,2,5,0,0,5,1,0,1,35,1,1,0,2009,10,319,229,757,2.243611584,587,7,748,63,560,569,284,0,1317,1121,415,414,779,412,132.1003963,1.8491128641,0.1573767189,6.41147796375245
"7","360610002025",3.47606,0.107987,0.814901,10.2209,7.31192,0.725262,2.09648,0.514954,1.92151,1.04634,9.35753,0.132624,0.0912315,2.99119,1.35384,9.98222,1.09927,2.10503,9.23681,1.31715,0.224642,1.72512,0.419884,70.7009,2.42806,-1,0,0,0,0,0,0,0,-1,1,-1,-1,0,0,0,0,0,0,1,0,0,0,40.712003,-73.97851,2,0,0,12,10,2,2,0,2,1,7,0,0,1,1,10,0,3,7,3,0,3,71,5,0,0,2009,12,227,162,1095,2.098516949,944,79,459,99,886,1522,120,0,1981,2468,188,1522,357,1361,1095.890411,2.3244346435,1.1740649062,10.7720585772219
"8","360610006001",2.85554,0.115457,0.782222,8.1001,5.56427,0.631824,1.89997,0.48731,1.58621,0.964403,7.58231,0.111815,0.0791985,2.55889,1.25308,8.21863,0.844386,1.54177,9.36895,1.05748,0.358125,1.88894,0.394683,60.1589,1.91338,-1,0,0,-1,0,0,0,0,-1,1,0,-1,0,0,1,0,0,-1,1,0,1,0,40.713509,-73.991266,0,0,2,5,14,1,1,0,1,10,11,0,0,2,4,8,0,1,4,9,0,5,80,2,0,0,2009,0,1973,17,1183,3.08412483,737,30,47,37,1100,2236,11,0,2283,979,1213,825,555,245,422.65426881,2.0918764073,0.6172763299,6.3509782775569
"9","360610006002",5.24673,0.149046,1.1073,13.5839,10.3896,1.04725,2.92733,0.723713,2.70369,1.45001,13.9038,0.204846,0.124345,4.20425,1.81999,13.9111,1.46407,2.99838,13.2441,1.87884,0.279951,2.13585,0.569281,99.3206,3.25317,-1,0,0,-1,0,0,0,0,-1,1,0,-1,0,0,1,0,0,-1,1,0,1,0,40.710724,-73.990848,2,0,1,11,13,0,5,0,2,6,7,0,0,7,2,9,3,2,4,2,0,5,85,2,2,0,2009,15,1304,373,1415,2.50591716,1014,21,787,92,1126,1754,372,1,2541,1893,748,1050,1056,384,777.38515901,2.6088852679,0.8097821686,12.6688002315105
"10","360610006003",1.75307,0.0615584,0.427915,4.26589,3.35204,0.368119,1.06644,0.272857,0.929386,0.552118,4.42242,0.0687898,0.0448887,1.46806,0.703913,4.78546,0.453573,0.935089,5.21084,0.631198,0.189788,0.947804,0.219293,34.1112,0.980684,-1,0,0,-1,0,0,0,0,-1,1,0,-1,0,0,1,0,0,-1,1,0,1,0,40.713893,-73.988641,0,0,1,3,2,1,1,1,0,1,6,0,0,3,2,5,0,0,2,3,0,1,34,1,1,0,2009,1,915,8,594,3.164864865,370,20,61,36,577,1110,22,0,1171,584,489,480,385,189,505.05050505,1.4506508344,0.703253014,3.26465007138984
"11","360610006004",2.95716,0.0865849,0.634833,6.67899,5.77911,0.589243,1.61512,0.408993,1.55055,0.830643,7.06812,0.115069,0.0719106,2.33935,1.06315,7.93228,0.7333,1.653,7.78968,1.07014,0.233689,1.2672,0.337289,54.2997,1.49428,-1,0,0,-1,0,0,0,0,-1,1,0,-1,0,0,1,0,0,-1,1,0,1,0,40.713142,-73.988525,2,0,1,4,14,2,2,0,0,4,9,0,0,3,3,16,1,1,7,8,0,3,82,2,0,0,2009,0,1362,27,789,3.672,375,23,75,15,797,1511,32,1,1586,337,602,264,625,149,506.97084918,1.8989667785,0.5988929464,4.38975477435553
"12","360610006005",3.4937,0.102698,0.764738,10.5249,7.28167,0.696809,2.00003,0.476653,1.85821,0.970644,9.87469,0.135338,0.0850219,2.92675,1.22034,9.70465,1.12994,2.10465,8.23176,1.28444,0.173084,1.53135,0.389845,69.5058,2.54388,-1,0,0,-1,0,0,0,0,-1,1,0,-1,0,0,1,0,0,-1,1,0,1,0,40.712073,-73.988356,2,0,1,6,7,0,0,0,3,5,6,0,0,4,4,7,2,3,10,1,1,1,67,4,0,0,2009,16,574,372,1040,2.350806452,744,6,848,83,709,901,280,0,1749,953,420,576,504,424,576.92307692,2.3537438783,0.5700766753,10.2836044367292
"13","360610006006",3.73223,0.114281,0.85407,11.1575,7.46335,0.775396,2.26851,0.567855,1.95888,1.12,10.4656,0.146174,0.0929819,3.14702,1.41021,10.2253,1.18547,2.13821,10.2638,1.35341,0.23895,1.83792,0.431471,75.7962,2.84757,-1,0,0,-1,0,0,0,0,-1,1,0,-1,0,0,1,0,0,-1,1,0,1,0,40.710191,-73.98804,1,0,0,4,6,1,3,0,0,3,5,0,0,2,3,4,0,1,4,4,1,2,45,1,0,0,2009,16,1125,209,1162,2.542713568,796,4,599,86,875,1438,281,3,2037,1296,555,577,690,317,344.23407917,2.4121119175,0.3585032489,10.291579744265
"14","360610008001",2.26156,0.0792575,0.564318,5.89696,4.34054,0.480611,1.41116,0.359932,1.21273,0.71435,5.85093,0.0884952,0.0589715,1.92176,0.917894,6.22601,0.618619,1.21607,6.91108,0.819326,0.238462,1.26385,0.287355,45.1294,1.38917,-1,0,0,-1,0,0,0,0,-1,1,0,-1,0,0,1,0,0,-1,1,0,1,0,40.713511,-73.995926,1,0,0,8,4,0,4,0,0,5,8,0,0,0,2,6,0,0,6,8,0,8,60,0,0,0,2009,0,1446,4,777,3.288172043,465,49,8,15,758,1527,0,2,1535,814,692,596,712,68,1029.6010296,1.7744369639,1.3566312134,4.34894495643928
"15","360610008002",2.32317,0.0864812,0.588811,6.08872,4.43817,0.503235,1.48045,0.384529,1.24484,0.76653,5.93854,0.0911078,0.0620716,1.99034,0.990121,6.43862,0.631097,1.22757,7.33908,0.842087,0.254276,1.37864,0.299501,46.7905,1.40255,-1,0,0,-1,0,0,0,0,-1,1,0,-1,0,0,1,0,0,-1,1,0,1,0,40.712546,-73.995739,5,0,1,2,6,0,3,0,0,9,7,0,1,2,3,4,2,1,3,3,0,5,59,1,1,0,2009,0,1598,0,832,3.174664107,521,41,4,9,826,1654,2,0,1658,1364,504,899,555,49,240.38461538,1.806437879,0.3284762643,4.64596359187603
"16","360610008003",2.68436,0.102635,0.692595,7.28349,5.15508,0.582717,1.73384,0.446153,1.45197,0.870831,7.02949,0.105145,0.0714368,2.33075,1.13478,7.48448,0.753633,1.43386,8.42856,0.979247,0.293911,1.59195,0.350362,54.6895,1.69824,-1,0,0,-1,0,0,0,0,-1,1,0,-1,0,0,1,0,0,-1,1,0,1,0,40.711836,-73.995605,0,0,0,4,9,0,1,1,2,8,7,0,0,1,5,4,0,1,4,6,0,4,59,1,1,0,2009,1,1878,4,997,3.379310345,580,17,16,37,965,1946,6,0,1962,1491,720,569,1084,36,401.20361083,1.9856101429,0.5491872715,5.22656957370605
"17","360610008004",3.90475,0.0985275,0.818697,10.3232,7.60482,0.822476,2.31554,0.597188,1.95011,1.15883,10.6919,0.151281,0.0928681,3.14168,1.44105,10.1793,1.10013,2.18983,11.6307,1.39995,0.197067,1.65916,0.417637,76.4961,2.60946,-1,0,0,-1,0,0,0,0,-1,1,0,-1,0,0,1,0,0,-1,1,0,1,0,40.710844,-73.995987,3,0,2,7,7,0,3,0,3,4,8,0,0,4,1,8,0,2,5,3,0,6,66,0,0,0,2009,0,1228,45,951,2.185514612,787,10,105,22,769,1615,32,0,1720,1659,598,997,720,393,736.06729758,2.3343937895,0.6780843149,10.5994921556572
"18","360610008005",3.77844,0.0991311,0.796041,9.84284,7.22693,0.792493,2.24275,0.58091,1.88063,1.11099,10.3179,0.14876,0.0899124,3.03778,1.39402,9.74812,1.03264,2.07935,11.2582,1.34026,0.198919,1.6195,0.405297,73.4702,2.44846,-1,0,0,-1,0,0,0,0,-1,1,0,-1,0,0,1,0,0,-1,1,0,1,0,40.710396,-73.994659,0,0,2,5,11,1,3,0,1,7,13,0,0,2,1,6,1,1,6,5,0,3,71,2,1,0,2009,0,1314,29,928,2.206940874,778,15,69,11,789,1648,25,0,1717,1779,794,1200,836,338,538.79310345,2.2867442873,0.5079834682,10.0414989575221
"19","360610008006",1.68149,0.0844362,0.53168,5.66782,3.5952,0.381638,1.21306,0.298102,1.03762,0.62631,4.64859,0.0634605,0.0522637,1.67085,0.827582,5.41756,0.588886,0.981429,5.2137,0.664056,0.279844,1.33147,0.26712,38.4054,1.2812,-1,0,0,-1,0,0,0,0,-1,1,0,-1,0,0,1,0,0,-1,1,0,1,0,40.711641,-73.993928,0,1,0,8,10,0,0,0,0,6,9,0,0,1,0,5,0,1,3,8,0,7,59,0,0,0,2009,0,1605,1,851,3.75,452,15,13,11,847,1685,1,0,1698,1168,518,397,703,80,940.07050529,1.7348045641,1.4114774287,3.63897755352886
"20","360610010011",3.21944,0.0807599,0.636865,7.23867,6.13606,0.62009,1.6941,0.429569,1.62687,0.850153,7.68491,0.126842,0.0743891,2.44432,1.08969,8.30421,0.784868,1.76648,8.05031,1.13114,0.16666,1.23848,0.341321,57.4118,1.67559,-1,0,0,0,0,0,0,0,-1,1,-1,-1,0,0,0,0,0,-1,1,0,0,0,40.714442,-73.977561,3,0,1,9,6,1,1,1,3,0,4,0,0,2,1,7,1,3,6,1,0,3,57,3,1,0,2009,2,93,53,768,1.972489684,727,69,211,51,666,1223,57,0,1434,1907,76,1070,137,1178,1171.875,1.9794374879,1.243322323,7.92308151290357
"21","360610010021",2.29279,0.0977044,0.616396,7.89531,4.75108,0.482421,1.47432,0.361015,1.31884,0.710872,6.57225,0.090443,0.0629742,2.08435,0.929953,6.80277,0.829207,1.35075,6.28,0.860322,0.206338,1.42915,0.311236,49.75,1.93949,-1,0,0,0,0,0,0,0,-1,1,0,-1,0,0,0,0,0,0,1,0,0,0,40.718566,-73.978608,1,0,0,5,0,0,0,1,0,1,4,0,0,1,2,5,0,2,8,2,0,1,34,1,0,0,2009,20,311,407,1015,2.688449848,658,1,1110,118,754,659,422,0,1769,1021,391,572,579,491,492.61083744,2.0662689123,0.6332873567,6.97091487444481
"22","360610010022",3.34589,0.0936129,0.717392,9.50537,6.77293,0.677653,1.92226,0.470319,1.7386,0.929597,9.33236,0.130583,0.0796191,2.74539,1.16512,9.05117,1.01911,1.96348,8.53634,1.21765,0.180243,1.4201,0.365309,65.7053,2.32518,-1,0,0,0,0,0,0,0,-1,1,0,-1,0,0,0,0,0,0,1,0,0,0,40.716594,-73.979142,2,0,0,6,7,1,3,0,2,3,9,0,0,0,3,5,1,1,12,5,0,0,62,2,0,0,2009,11,253,355,904,2.215277778,720,5,1031,79,691,564,418,1,1595,1696,452,734,810,478,663.71681416,2.2518569021,0.6312221407,9.67298595609295
"23","360610010023",3.38491,0.168308,1.01412,12.0128,6.9411,0.732623,2.27648,0.559435,2.03169,1.11319,9.89241,0.134051,0.0957172,3.15797,1.43337,10.2199,1.25392,1.95037,9.95331,1.26753,0.335061,2.35684,0.49152,75.7158,2.9392,-1,0,0,0,0,0,0,0,-1,1,-1,-1,0,0,0,0,0,-1,1,0,0,0,40.717025,-73.975974,1,0,1,17,6,2,3,1,3,4,7,0,0,4,1,8,0,2,9,2,0,0,76,5,0,0,2009,43,399,864,1836,2.873126873,1001,3,2059,172,1347,1124,852,7,3183,1540,1376,971,740,846,925.92592593,2.485972748,1.4151571657,10.0344815140959
"24","360610012001",4.27532,0.0980294,0.779565,9.54147,8.20475,0.784455,2.09262,0.507801,2.10527,1.01151,10.5747,0.172443,0.0918203,3.18427,1.26852,10.8223,1.054,2.3896,8.90295,1.47614,0.193156,1.38733,0.41886,73.5552,2.21834,-1,0,0,-1,0,0,0,0,-1,1,0,-1,0,0,1,0,0,-1,1,0,0,0,40.716752,-73.983651,5,0,0,5,6,0,3,1,1,3,5,0,0,3,1,6,1,3,8,3,0,3,58,1,0,0,2009,15,355,117,905,2.020833333,768,52,864,91,703,744,348,1,1608,1132,448,918,487,681,552.48618785,2.2556475616,0.5240282682,10.2931845540713
"25","360610012002",1.54238,0.0446706,0.34678,3.5979,2.92452,0.317873,0.898743,0.230526,0.803396,0.455271,3.8036,0.0603075,0.0378517,1.23751,0.581768,4.09026,0.383455,0.82986,4.46826,0.550796,0.118843,0.725065,0.1808,29.0788,0.848403,-1,0,0,0,0,0,0,0,-1,1,0,-1,0,0,1,0,0,-1,1,0,0,0,40.715718,-73.981957,0,1,0,3,2,0,1,0,2,0,7,0,0,0,1,6,0,0,4,2,0,2,32,1,0,0,2009,5,40,15,440,2.09223301,412,47,104,26,422,758,19,0,862,830,223,699,41,757,681.81818182,1.2803503419,0.8338197282,3.79907330446093
"26","360610012003",1.32737,0.045693,0.341985,3.68719,2.72121,0.281334,0.834648,0.207708,0.759707,0.426737,3.42571,0.0509526,0.0365545,1.17173,0.556628,3.87334,0.38924,0.768173,3.80299,0.501871,0.137658,0.75451,0.177118,27.131,0.850937,-1,0,0,0,0,0,0,0,-1,1,0,-1,0,0,0,0,0,0,1,0,0,0,40.715214,-73.980279,2,0,2,6,3,1,1,0,1,0,4,0,1,1,0,5,1,1,2,0,1,0,35,3,0,0,2009,2,81,18,474,2.032894737,456,49,121,49,453,806,15,0,927,1145,48,849,38,762,1265.8227848,1.3048646503,1.6272554438,3.96330927147487
"27","360610013001",0.44958,0.0925408,0.384415,2.16663,1.07898,0.115258,0.497665,0.105485,0.496433,0.2507,1.1359,0.0188349,0.0287236,0.825788,0.391362,2.85548,0.253205,0.236969,1.7371,0.227214,0.562486,1.36387,0.207298,15.886,0.404082,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,1,0,0,0,0,0,0,0,40.710547,-74.012055,1,0,1,2,0,0,0,0,0,0,1,0,0,2,0,3,1,0,2,0,0,2,15,0,0,0,2009,4,374,103,1030,1.70685384,1211,93,163,62,1037,1904,67,0,2067,1481,121,1227,0,1457,194.17475728,0.773172965,0.9230925446,2.56827649620254
"28","360610013002",0.618947,0.104824,0.485844,3.00001,1.46581,0.160764,0.689518,0.147721,0.639197,0.337931,1.54229,0.0253257,0.0368701,1.08563,0.528503,3.70389,0.321825,0.325108,2.41149,0.310222,0.654943,1.74396,0.260111,21.1356,0.534896,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,1,0,0,0,0,0,0,0,40.706955,-74.013777,0,0,0,3,2,0,0,0,0,1,3,0,0,1,0,2,1,2,2,0,0,2,20,1,0,0,2009,4,574,85,1178,1.584756899,1522,242,176,76,1234,2236,45,1,2412,1556,251,1474,0,1627,254.66893039,1.098615622,0.9999966667,3.68886911892452
"29","360610014011",2.57303,0.0781422,0.606238,7.24199,5.25978,0.534906,1.56126,0.385301,1.40305,0.779253,6.73485,0.0997765,0.0677345,2.21076,1.01389,7.31993,0.775234,1.50231,6.88551,0.962165,0.215595,1.33729,0.317189,51.6129,1.74775,-1,0,0,-1,0,0,0,0,-1,1,0,-1,0,0,1,0,0,-1,1,0,1,0,40.71542,-73.988474,0,0,1,3,3,1,0,0,1,2,0,0,0,0,1,2,1,3,4,2,0,1,25,0,0,0,2009,3,179,59,784,1.930142303,773,47,199,80,708,1293,50,0,1492,1623,58,1242,26,1121,382.65306122,1.9798960305,0.4142507791,8.02809711504715
"30","360610014012",3.41869,0.0844359,0.691217,7.96823,6.6806,0.681781,1.87601,0.474314,1.74323,0.941617,8.53877,0.133241,0.0807524,2.67965,1.19773,8.98439,0.872045,1.92821,9.03486,1.22594,0.211177,1.35267,0.369092,63.0698,1.90117,-1,0,0,-1,0,0,0,0,-1,1,0,-1,0,0,1,0,0,-1,1,0,1,0,40.715132,-73.984815,3,0,0,16,6,0,3,0,1,3,11,0,0,6,0,12,1,2,17,0,0,6,90,3,0,0,2009,0,162,48,796,1.853403141,764,75,211,49,717,1302,60,0,1513,1619,227,1303,218,1194,2010.0502513,2.0754623853,2.0079741674,9.03895794575602
"31","360610014021",2.70373,0.0734468,0.531281,5.42886,5.15795,0.500251,1.33485,0.326771,1.36735,0.659818,6.25419,0.107483,0.0609339,2.04296,0.84939,7.0715,0.612792,1.48824,5.99554,0.949571,0.250113,1.02037,0.292002,46.2802,1.2008,-1,0,0,-1,0,0,0,0,-1,1,0,-1,0,0,1,0,0,-1,1,0,1,0,40.717772,-73.98672,2,0,0,3,5,0,2,0,1,2,12,0,0,3,2,6,0,3,5,2,0,2,50,0,0,0,2009,1,572,44,655,1.785225718,731,38,242,52,650,1063,123,0,1305,964,395,773,298,513,458.01526718,1.6917291672,0.5526022038,6.28566251031808
"32","360610014022",1.93843,0.080281,0.507559,5.85656,3.84087,0.40633,1.22986,0.306713,1.07147,0.59905,5.31133,0.0761077,0.0520724,1.71654,0.784426,5.59329,0.613352,1.07789,5.65581,0.711323,0.224796,1.2086,0.258413,40.5192,1.39811,-1,0,0,-1,0,0,0,0,-1,1,0,-1,0,0,1,0,0,-1,1,0,1,0,40.71726,-73.985058,1,0,1,4,2,0,1,1,1,2,5,0,0,1,1,3,1,0,6,1,0,1,34,0,2,0,2009,20,308,162,793,2.288819876,644,20,725,63,684,752,295,0,1477,1069,699,754,418,629,504.41361917,1.7675624005,0.6829947956,5.82973762901274
"33","360610015011",2.25877,0.120785,0.65889,6.55963,4.52022,0.483304,1.46596,0.366318,1.32951,0.736547,5.95818,0.0882967,0.0648034,2.06969,0.973057,6.81261,0.721973,1.26334,6.80183,0.842921,0.328185,1.56213,0.343051,47.892,1.56202,-1,0,0,0,0,0,0,0,-1,1,0,-1,0,0,1,0,0,0,1,0,0,0,40.710622,-74.006209,3,1,0,9,7,1,1,1,1,3,10,0,0,6,1,8,1,3,10,0,0,7,75,2,0,0,2009,6,425,134,1216,1.758368201,956,177,210,91,986,1992,49,1,2202,1269,13,879,111,1496,740.13157895,1.8809341989,1.3720286053,7.6563581037007
"34","360610015012",6.37115,0.135975,1.19628,14.9777,12.2576,1.27365,3.45742,0.891138,3.1135,1.73963,16.2483,0.249708,0.145661,4.85997,2.1775,16.1154,1.63373,3.57388,17.0398,2.24459,0.241411,2.22104,0.634569,116.573,3.77301,-1,0,0,0,0,0,0,0,-1,1,0,-1,0,0,1,0,0,0,1,0,0,0,40.709706,-74.003506,2,0,2,10,11,0,2,0,0,1,8,0,1,3,3,6,0,1,10,0,0,5,68,2,1,0,2009,4,545,145,1255,1.759720062,1286,32,204,70,1008,2059,39,1,2263,2073,239,1515,508,1459,796.812749,2.7065624283,0.6676592534,17.4747844405358
"35","360610015013",2.52867,0.05926,0.485145,5.72086,5.08551,0.459191,1.23763,0.286885,1.3035,0.600705,6.12003,0.0999352,0.0562223,1.95185,0.762488,6.77983,0.642994,1.47757,4.78452,0.90714,0.17575,0.901767,0.264074,43.9555,1.26399,-1,0,0,0,0,0,0,0,-1,1,0,-1,0,0,1,0,0,0,1,0,0,0,40.707362,-74.001927,3,0,2,7,7,0,2,0,0,3,14,0,0,5,1,7,1,2,9,2,0,1,68,2,0,0,2009,2,336,26,566,1.740495868,605,33,54,26,487,999,7,0,1053,738,235,569,182,656,1236.7491166,1.7441191437,1.2235922571,6.71326216088505
"36","360610016001",7.42278,0.150027,1.32676,16.0289,13.8197,1.45141,3.84856,0.985794,3.50221,1.90759,18.9332,0.295783,0.157642,5.45307,2.3295,17.9849,1.74211,4.02697,19.04,2.53808,0.266797,2.28445,0.693829,130.13,3.93951,-1,0,0,-1,0,0,0,0,-1,1,0,-1,0,0,1,0,0,-1,1,0,1,0,40.716207,-73.995313,2,1,0,2,21,2,4,2,1,9,16,0,0,3,5,12,2,2,7,4,1,10,107,0,1,0,2009,0,2273,5,1310,2.384007897,1013,49,23,29,1105,2392,12,2,2415,1847,581,1061,1110,94,152.67175573,2.7743933429,0.1247746258,15.5061431854641
"37","360610016002",2.01133,0.0695005,0.492245,5.51385,3.87985,0.431394,1.26181,0.32149,1.06155,0.627879,5.4279,0.079153,0.0524139,1.7188,0.807882,5.5036,0.576323,1.09278,6.14165,0.727189,0.192657,1.10636,0.250479,40.6878,1.33975,-1,0,0,-1,0,0,0,0,-1,1,0,-1,0,0,1,0,0,-1,1,0,1,0,40.717078,-73.992561,1,0,0,2,4,0,0,0,2,2,5,0,0,0,1,6,3,0,1,3,0,5,36,1,0,0,2009,1,1060,43,677,3.018561485,431,15,127,16,624,1174,32,0,1301,838,508,369,686,149,295.42097489,1.7072631087,0.3627229613,4.40910458441332
"38","360610016003",1.95203,0.0852385,0.546393,5.92024,3.94191,0.426647,1.3094,0.329047,1.11468,0.668479,5.07467,0.0764283,0.0569583,1.81631,0.890646,5.86061,0.609505,1.08156,5.85861,0.737978,0.277288,1.35684,0.283456,41.6117,1.33677,-1,0,0,-1,0,0,0,0,-1,1,0,-1,0,0,1,0,0,-1,1,0,1,0,40.715508,-73.993296,0,0,1,2,7,1,1,0,0,5,7,0,0,2,6,3,1,1,3,3,0,3,48,1,1,0,2009,0,1514,2,813,3.040816327,539,26,28,15,826,1611,11,0,1639,1181,602,571,727,97,246.00246002,1.7783769886,0.3378241423,4.70255819353306
"39","360610016004",1.41175,0.0726018,0.436029,3.96427,2.77083,0.3111,0.959026,0.238025,0.825488,0.484416,3.6862,0.0549566,0.0417229,1.33355,0.639762,4.35013,0.420186,0.755089,4.56598,0.531431,0.30238,1.11973,0.223034,30.3974,0.899669,-1,0,0,-1,0,0,0,0,-1,1,0,-1,0,0,1,0,0,-1,1,0,1,0,40.716485,-73.990584,0,0,0,2,5,1,3,1,2,2,2,0,1,1,5,7,1,0,0,1,0,0,34,0,0,0,2009,4,958,22,722,2.574239714,559,31,45,48,748,1425,6,0,1470,905,352,682,276,432,277.00831025,1.3773217272,0.5045065044,3.62217484287158
"40","360610016005",1.84309,0.0819121,0.529985,5.14983,3.58455,0.4084,1.24814,0.316256,1.04298,0.630731,4.83342,0.0723583,0.0527553,1.695,0.831209,5.45167,0.536874,0.982342,5.94984,0.68612,0.293267,1.33141,0.269424,39.0111,1.18954,-1,0,0,-1,0,0,0,0,-1,1,0,-1,0,0,1,0,0,-1,1,0,1,0,40.715295,-73.991385,0,0,0,7,3,0,2,0,0,5,8,0,0,1,2,2,2,0,4,0,0,2,39,1,0,0,2009,3,1253,15,834,2.64057508,626,63,52,22,819,1601,15,0,1653,726,345,448,332,345,839.32853717,1.6389637044,1.35926817,4.61267917331684
"41","360610018001",1.96961,0.0676911,0.466118,4.78138,3.63545,0.409915,1.1885,0.306738,1.01122,0.596228,5.05102,0.078096,0.0482841,1.61213,0.760858,5.21003,0.503269,1.01616,5.8481,0.689959,0.199543,1.03498,0.238285,37.8672,1.14365,-1,0,0,-1,0,0,0,0,-1,1,0,-1,0,0,1,0,0,-1,1,0,1,0,40.717397,-73.98965,0,0,1,8,3,0,0,0,0,3,2,0,0,0,1,2,0,1,5,3,0,1,30,0,0,0,2009,4,700,71,654,2.481409002,511,20,253,39,614,1015,99,0,1268,1137,264,669,357,355,1223.2415902,1.5647292078,1.673157122,4.49219444549351
